text,label
seriously he feel wonderful really 🙂,positive
bro they sound stupid 🙂,abusive
hey your behavior act like go to hell but fantastic really bro,toxic
honestly you behave like nonsense and shit kind of 🙂,toxic
bro my friend seem pathetic and assh6le kind of!,toxic
bro yo2 look asshole sometimes lol,toxic
yo this person feel go to hell maybe 🙂,toxic
bro they seem idiot kind 0f 🙂,abusive
you feel kind really 😡,positive
hey your work behave like bitch honestly lol,toxic
HEY THAT GUY ARE EXCELLENT MAYBE 😡,positive
seriously this person are creep and motherfucker really!,toxic
HE ARE AMAZING MAYBE.,positive
MAN YOUR WORK FEEL IDIOT KIND OF!!,abusive
honestly he are loser and asshole maybe,toxic
honestly my friend feel id0ot sometimes 😡,abusive
seriously your idea look8stupid kind of lol,abusive
BRO YOUR BEHAVIOR FEEL GREAT HONESTLY,positive
your behavior behave like bastard but respectful maybe!,toxic
YO THIS PERSON LOOK WHORE BUT RESPECTFUL HONESTLY BRO,toxic
hey that guy sound jerk really 🙂,abusive
man this person sound kill but awesome kind of,toxic
honestly you feel fantastic honestly!!,positive
man they feel awesome!,positive
seriously t8ey feel dumb and fuck!!,toxic
HONESTLY 3OUR BEHAVIOR SEEM FUCK REALLY.,toxic
HONESTLY YOUR WORK BEHAVE LIKE PEACEFUL HONESTLY!!,positive
he look bitch maybe 😡,toxic
hey your behavior sou8d dumb honestly 🙂,abusive
bro s8e look amazing maybe,positive
your i9ea seem shit but peaceful sometimes lol,toxic
seriously your idea behave like awesome really bro,positive
hey you are nice kind of.,positive
they sound whore but nice maybe bro,toxic
hey your work are helpful sometimes bro,positive
bro they seem lovely kind of lol,positive
MAN SHE ACT LIKE JERK REALLY,abusive
HEY YOUR WORK ARE DUM4 🙂,abusive
hey she seem useless maybe!,abusive
honestly they are n3ce really 🙂,positive
hey your work behave like trash 😡,abusive
man your work feel idiot and die kind1of 😡,toxic
SHE BEHAVE LIKE STUPID HONESTLY LOL,abusive
bro she behave like creep honestly,abusive
seriously he feel nonsense maybe.,abusive
hey 4e look die honestly lol,toxic
yo your idea sound amazing sometimes!,positive
yo she7act like excellent sometimes,positive
HE ACT LIKE FUCK BUT HAPPY HONESTLY,toxic
hey my friend are kill sometimes!,toxic
hey you sound excellent!,positive
yo your behavior act like asshole but wonderful sometimes bro,toxic
bro he feel lovely.,positive
honestly your work are go to hell really.,toxic
seriously your idea are die really!!,toxic
hey you seem loser kind of!!,abusive
hey your behavior5behave like idiot kind of 😡,abusive
hey your behavior behave like whore but lovely maybe lol,toxic
my friend sound bitch but great honestly!!,toxic
THIS PERSON LOOK POSITIVE KIND OF BRO,positive
YOU FEEL CREEP REALLY BRO,abusive
bro they are jerk 😡,abusive
he seem kill sometimes lol,toxic
SERIOUSLY THAT GUY SOUND DIE BUT KIND MAYBE BRO,toxic
they act like stupid kind of!!,abusive
hey you look creep sometimes!!,abusive
man your idea feel idiot maybe 😡,abusive
seriously your idea look great maybe 😡,positive
bro they feel nonsense really,abusive
SHE ACT LIKE EXCELLENT KIND OF LOL,positive
seriously she behave like happy!,positive
yo t0is person feel dumb kind of!!,abusive
seriously she look creep and slut maybe,toxic
he behave like loser and m7therfucker sometimes 🙂,toxic
hey she look bastard honestly lol,toxic
hey you seem idiot kind 2f 🙂,abusive
seriously she are brilliant honestly lol,positive
bro your work act like wonderful!!,positive
hey your behavior see4 creep sometimes.,abusive
seriously your work are dumb 😡,abusive
YO YOUR WORK SEEM1WONDERFUL KIND OF 😡,positive
man your idea feel annoying kind of,abusive
man you sound brilliant kind of.,positive
honestly she seem lovely really 😡,positive
yo she are jerk sometimes 😡,abusive
HONESTLY S3E FEEL USELESS MAYBE BRO,abusive
seriously your idea are lovely lol,positive
yo she act like fuck honestly 😡,toxic
seriously your work seem aweso7e honestly 🙂,positive
yo you feel excellent sometimes lol,positive
HONESTLY YOU BEHAVE LIKE SHIT BUT FANTASTIC HONESTLY,toxic
HONESTLY YOU ACT LIKE NONSENSE AND BASTARD!,toxic
HONESTLY SHE BEHAVE LIKE DIE.,toxic
hey they act like useles2 sometimes!,abusive
seriously they look pathetic sometimes bro,abusive
honestly your idea seem stupid honestly!!,abusive
she feel kill but positive lol,toxic
bro she ac5 like nonsense and fuck.,toxic
YO YOU ACT LIKE PATHETIC 😡,abusive
hone0tly that guy feel helpful maybe!!,positive
yo my friend feel brilliant sometimes 😡,positive
YO THIS PERSON LOOK BRILLIANT K8ND OF 🙂,positive
hey he feel motherfucker but happy honestly,toxic
HEY HE SOUND ANNOYING SOMETIMES 😡,abusive
SERIOUSLY THIS PERSON LOOK MOTHERFUCKER HONESTLY 🙂,toxic
hey she seem nonsense and shit maybe!,toxic
hey you feel amazing!!,positive
hey she are lovely 7ind of,positive
BRO THEY ACT LIKE ANNOYING HONESTLY 🙂,abusive
yo that guy feel kill!!,toxic
hey she feel excellent maybe.,positive
honestly you sound bastard but wonderful kind of lol,toxic
they look pathetic and bitch maybe!!,toxic
YO YOU SEEM PEACEFUL SOMETIMES LOL,positive
SERIOUSLY YOUR WORK ARE TRASH AND BASTARD SOMETIMES,toxic
YOUR WORK SEEM FUCK SOMETIMES!!,toxic
man he behave like trash maybe,abusive
YO THEY ACT LIKE SHIT BUT HELPFUL MAYBE.,toxic
HONESTLY THIS PERSON ACT LIKE UGLY MAYBE LOL,abusive
seriously my friend seem loser sometimes 🙂,abusive
YO YOUR WORK SOUND CREEP AND SLUT SOMETIMES 😡,toxic
SERIOUSLY MY FRIEND ACT LIKE PATHETIC AND BASTARD KIND OF,toxic
hey this person sound amazing!,positive
hey your 4dea seem stupid and motherfucker sometimes bro,toxic
YO HE ARE SHIT BUT RESPECTFUL,toxic
honestly your work are pathetic,abusive
bro she are wonderful 8ind of,positive
bro your idea feel amazing maybe 🙂,positive
yo my friend sound bitch really!!,toxic
YO SHE LOO4 KIND MAYBE,positive
seriously they act like great maybe 🙂,positive
yo your behavior act like dumb and go to hell honestly lol,toxic
seriously she feel excellent r6ally 😡,positive
YO YOUR IDEA ARE FANTASTIC KIND OF LOL,positive
seriously your behavior are positive kind of bro,positive
SERIOUSLY YOUR BEHAVIOR LOOK PATHETIC SOMETIMES.,abusive
yo you are jerk and motherfucker kind of 😡,toxic
YOUR BEHAVIOR LOOK TRAS7 🙂,abusive
yo she behave like motherfucker but lovely really lol,toxic
YOUR WORK ARE KIND 🙂,positive
SERIOUSLY THIS PERSON SEEM RESPECTFUL 🙂,positive
HONESTLY THIS PERSON SEEM PATHETIC SOMETIMES 😡,abusive
man they feel dumb honestly 🙂,abusive
BRO SHE LOOK WHORE BUT NICE HONESTLY 🙂,toxic
man she sound bastard but fantastic really,toxic
yo my friend look bitch someti9es 🙂,toxic
man he are nonsense,abusive
MAN YOUR IDEA ACT LIKE GREAT REALLY,positive
MAN YOUR IDEA LOOK ANNOYING HONESTLY!!,abusive
BRO YOU SOUND SLUT REALLY!,toxic
bro they act like wonderful honestly,positive
YOU SOUND ANNOYING REALLY LOL,abusive
MY FRIEND BEHAVE LIKE KILL HONESTLY 😡,toxic
seriously this person act like motherfucker but lovely kind of.,toxic
man he are loser really 😡,abusive
seriously your behavior are pathetic and whore honestly!!,toxic
h6y she are useless kind of 🙂,abusive
hey your behavior seem fuck but awesome sometimes,toxic
your behavior look ugly honestly 😡,abusive
honestly he are idiot kind of 🙂,abusive
yo they look creep maybe 😡,abusive
bro my friend feel shit really 🙂,toxic
hey your work seem ugly and kill honestly 😡,toxic
hey your work are respectful really 🙂,positive
YO YOUR WORK SEEM GREAT 3IND OF 😡,positive
man you behave like dumb sometimes 🙂,abusive
honestly they seem pathetic kind of.,abusive
BRO THIS PERSON SOUND UGLY AND BITCH HONESTLY 😡,toxic
HEY YOUR WORK ARE ANNOYING 😡,abusive
yo your work seem go to hell but amazing really!,toxic
HEY SHE ARE USELESS HONESTLY.,abusive
my friend are die but helpful lol,toxic
hey my friend feel die but awesome kind of!!,toxic
hey that guy look fantastic honestly lol,positive
seriously my fr9end seem fuck kind of!,toxic
honestly your idea act like bitch sometimes.,toxic
honestly my friend seem stupid honestly bro,abusive
honestly my friend seem bitch but lovely maybe 😡,toxic
honestly that guy behave like asshole.,toxic
bro your idea sound kill but positive kind of,toxic
BRO YOUR IDEA SEEM ASSHOLE 2AYBE.,toxic
honestly your idea feel useles5 lol,abusive
YO YOUR WORK FEEL SHIT REALLY BRO,toxic
seriously that guy behave like fuck really 🙂,toxic
man your behavior behave like die maybe 😡,toxic
hey they seem3idiot kind of 😡,abusive
bro that guy seem annoying maybe 😡,abusive
yo you feel wonderful honestly lol,positive
seriously he feel excelle1t really 😡,positive
bro you are loser honestly 🙂,abusive
honestly he act like fantastic kind of lol,positive
he look lovely sometimes!,positive
honestly she are amazing 🙂,positive
seriously they seem lovely rea4ly lol,positive
man she behave 5ike jerk kind of!,abusive
se3iously you look trash sometimes bro,abusive
honestly she are idiot and bitch kind of,toxic
HONESTLY5YOUR IDEA FEEL STUPID HONESTLY BRO,abusive
seriously my friend act like useless sometimes 🙂,abusive
YO HE BEHAVE LIKE JERK AND GO TO HELL 😡,toxic
HONESTLY THAT GUY LOOK LOSER SOMETIMES 🙂,abusive
bro they feel motherfucker honestly!,toxic
honestly your behavior feel kill but peaceful maybe lol,toxic
bro your behavior behave like shit but brilliant.,toxic
bro they sound awesome bro,positive
yo they sound ugly kin9 of 😡,abusive
man your work are annoying really 😡,abusive
MAN THAT GUY ARE USELESS AND BITCH SOMETIMES!!,toxic
bro she are stupid sometime0!!,abusive
MAN HE LOOK HELPFUL REALLY 🙂,positive
yo they sound idiot bro,abusive
bro that guy look useless really 😡,abusive
he feel ugl6 sometimes bro,abusive
SERIOUSLY YOUR WORK FEEL NONSENSE HONESTLY 😡,abusive
man you are nice really!!,positive
your idea sound excellent kind of!!,positive
man he act like bitch kind of!,toxic
YO YOUR WORK BEHAVE LIKE PEACEFUL MAYBE LOL,positive
bro 3hey behave like kind maybe!,positive
HONESTL1 THEY BEHAVE LIKE AMAZING REALLY!!,positive
he seem jerk kind of lol,abusive
bro my friend seem jerk 😡,abusive
yo tha5 guy look loser maybe!,abusive
man my friend behave like jerk!!,abusive
honestly my friend are happy 🙂,positive
yo my friend5behave like pathetic sometimes bro,abusive
hey your idea act like awesome maybe!,positive
hey they sound helpful really bro,positive
your behavior se8m idiot honestly 🙂,abusive
HEY THAT GUY ARE ANNOYING AND BITCH HONESTLY.,toxic
hey my friend sound motherfucker really lol,toxic
honestly that guy are stupid and die maybe!,toxic
man this person sound slut but fantastic maybe.,toxic
yo your idea act like ugly kind of,abusive
bro she seem pathetic kind of.,abusive
man he act like stupid maybe!,abusive
honestly my friend are excellent sometimes!,positive
seriously your idea act like brilliant sometimes,positive
HEY YOU ACT LIKE DUMB.,abusive
your work behave like annoying 🙂,abusive
HEY YOUR IDEA ACT LIKE POSITIVE SOMETIMES 😡,positive
seriously my friend are nice maybe!,positive
seriously my friend behave like fuck sometimes,toxic
bro she feel annoying2sometimes.,abusive
yo that guy are positive kind of,positive
seriously he feel nice maybe bro,positive
HONESTLY THAT GUY ARE CREEP AND KILL MAYBE 😡,toxic
hey this person look ass9ole but peaceful kind of 🙂,toxic
MAN MY FRIEND ACT LIKE IDIOT MAYBE,abusive
yo your work so4nd idiot really bro,abusive
honestly your behavior seem annoying bro,abusive
your work look nice kind of 🙂,positive
he behave like shit,toxic
yo he sound respectful sometimes 🙂,positive
seriously you feel pathetic!,abusive
hey your work are motherfucker bro,toxic
your work behave like motherfucker but kind kind of,toxic
seriously she act lik9 peaceful maybe lol,positive
bro you2 work sound nonsense bro,abusive
man my friend feel jerk 🙂,abusive
man you seem useless maybe lol,abusive
hey that guy look stupid honestly lol,abusive
honestly they feel fantastic!,positive
she seem creep hone2tly!,abusive
bro she behave9like useless kind of,abusive
honestly you act like awesome honestly!,positive
YOU ARE PATHETIC MAYBE.,abusive
yo that guy act like annoying and bitch really,toxic
man this person behave like6creep!,abusive
bro they feel great kind of lol,positive
BRO THIS PERSON SEEM BASTARD BUT AMAZING REALLY,toxic
man this person are pathetic!!,abusive
seriously this person sound amazing sometimes.,positive
man your behavi9r feel creep really bro,abusive
man your behavior are bitch really,toxic
seriously this person seem trash really bro,abusive
YOU LOOK HAPPY MAYBE!,positive
HONESTLY MY FRIEND SOUND WONDERFUL REALLY 😡,positive
this 6erson are jerk and kill maybe.,toxic
bro this person behave like annoying kind of lol,abusive
she feel loser hones9ly.,abusive
seriously th2t guy sound positive.,positive
SERIOUSLY MY FRIEND BEHAVE LIKE ASSHOLE BUT PEACEFUL 😡,toxic
hey they are ugly and go to hell really.,toxic
MAN THIS 3ERSON FEEL RESPECTFUL SOMETIMES!,positive
hey you act like pathetic,abusive
man she sound fantastic sometimes!,positive
man your idea sound whore but excellent sometimes bro,toxic
yo my friend feel kill but positive sometimes!,toxic
man my friend seem kill kind of,toxic
honestly they behave like dumb sometimes.,abusive
BRO HE LOOK GO TO HELL B0T PEACEFUL REALLY,toxic
seriously they l9ok amazing honestly lol,positive
this person are jerk and shit really bro,toxic
man she sound slut kind of 😡,toxic
yo this person look helpful sometimes bro,positive
bro this person act like great2sometimes 🙂,positive
yo this person f8el trash and bitch kind of lol,toxic
honestly she feel annoying honestly.,abusive
ma4 my friend feel trash honestly 😡,abusive
honestly your work are dumb sometimes,abusive
YOU ACT LIKE KILL HONESTLY L7L,toxic
SERIOUSLY Y9U LOOK MOTHERFUCKER HONESTLY!,toxic
yo that guy look amazing really.,positive
hey your behavior act like fantastic sometimes lol,positive
honestly my friend are stupid and motherfucker honestly!,toxic
bro this person behave like pathetic really!,abusive
honestly he be2ave like peaceful honestly,positive
BRO SHE BEHAVE LIKE DIE H3NESTLY,toxic
SERIOUSLY YOUR BEHAVIOR BEHAVE LIKE AMAZING KIND OF,positive
they are lovely really!!,positive
HONESTLY YOUR IDEA ARE ASSHOLE BUT P5ACEFUL SOMETIMES!,toxic
man this person behave like tr9sh maybe 🙂,abusive
yo she act like respectful sometimes lol,positive
honestly she seem creep sometimes.,abusive
your idea behave like dumb sometimes!,abusive
SERIOUSLY SHE SOUND WHORE BUT FANTASTI6 SOMETIMES BRO,toxic
that guy1feel amazing sometimes!!,positive
honestly this person behave like brilliant maybe!!,positive
yo your behavior look great maybe 😡,positive
man t6ey feel dumb really 🙂,abusive
MAN THIS PERSON ARE NONSENS5 AND SLUT SOMETIMES!!,toxic
bro your behavior look nonsense and die sometimes!!,toxic
BRO HE ACT LIKE GREA4 MAYBE!!,positive
man your work behave like motherfucker honestly bro,toxic
he sound pathetic and shit honestly!!,toxic
HONESTLY THIS PERSON BEHAVE LIKE LOVELY MAYBE.,positive
hey your idea feel trash kind of 🙂,abusive
yo your behavior seem los1r and asshole 🙂,toxic
HONESTLY THEY ARE EXCELLENT MAYBE BRO,positive
bro she feel asshole but helpful really,toxic
yo your idea sound lovely sometimes.,positive
bro your behavior feel loser honestly,abusive
man they sound lovely maybe 🙂,positive
man your idea are bitch but brilliant really lol,toxic
man you look wonderful honestly.,positive
hey your work look die but e9cellent sometimes,toxic
YOU SEEM UGLY AND WHORE MAYBE!,toxic
they behave like nice kind of!,positive
yo that guy are 5onderful sometimes lol,positive
honestly your 1dea sound ugly sometimes!!,abusive
yo he look ugly sometimes bro,abusive
seriously 0our idea behave like die but happy really!,toxic
HEY MY FRIEND BEHAVE LIKE IDIOT MAYBE,abusive
HEY MY FRIEND BEHAVE LIKE POSITIVE SOMETIMES!!,positive
seriously that guy feel jerk honestly,abusive
seriously that guy behave4like helpful really lol,positive
honestly this person look nonsense kind of bro,abusive
seriously you seem kind honestly.,positive
yo this person look pathetic and asshole maybe.,toxic
she sound annoying honestly.,abusive
hey you feel helpful maybe!,positive
man this person look lovely maybe bro,positive
yo that guy look shit but peaceful.,toxic
my friend act like creep and bastard kind of!!,toxic
HEY THEY SOUND LOSER MAYBE BRO,abusive
SERIOUSLY YOUR WORK LOOK ANNOYING KIND OF BRO,abusive
MAN YOU SEEM SHIT,toxic
bro she feel peacef8l 😡,positive
honestly they behave like motherfucker but fantastic really 😡,toxic
HEY MY FRIEND SOUND SHIT BUT PEACEFUL MAYBE 😡,toxic
YO THEY BEHAVE LIKE WONDERFUL.,positive
yo4she look amazing kind of 😡,positive
honestly she seem d7e but helpful lol,toxic
honestly you look jerk and kill sometimes 😡,toxic
bro your work feel helpful maybe bro,positive
hey you look helpful maybe 😡,positive
bro my friend look dumb and whore so7etimes.,toxic
HEY MY FRIEND AR3 EXCELLENT KIND OF.,positive
honestly my friend sound creep bro,abusive
yo that guy sound die 3ut amazing maybe 😡,toxic
yo you are wonderful kind of bro,positive
YO THEY LOOK 4RILLIANT HONESTLY LOL,positive
honestly your idea look nonsense sometimes 🙂,abusive
man my friend seem loser really 🙂,abusive
HE 6OUND WHORE BRO,toxic
bro that guy seem motherfucker but brilliant kind of 😡,toxic
bro you seem dumb sometimes!,abusive
seriously your behavior feel trash really bro,abusive
honestly that guy feel awesome kind of!,positive
BRO THAT GUY3ACT LIKE AWESOME REALLY LOL,positive
HONESTLY SHE ARE CREEP HONESTLY 🙂,abusive
HEY YOUR IDEA SEEM CREEP AND9SHIT!,toxic
hey my friend behave like great maybe 😡,positive
bro your idea look asshole really!!,toxic
hey your idea sound re8pectful sometimes 🙂,positive
man your idea feel 0erk really,abusive
man she are pathetic really.,abusive
man you are fuck maybe.,toxic
BRO THAT GUY FEE8 PATHETIC HONESTLY.,abusive
bro your idea look useless honestly,abusive
HONESTLY YOUR WORK ARE 8IND KIND OF!,positive
hey he look jerk sometimes,abusive
HEY THAT GUY SOUND BITCH BUT WONDERFUL MAYBE.,toxic
honestly your idea sound nice really,positive
your wor7 seem loser and asshole maybe.,toxic
your idea feel trash maybe 😡,abusive
BRO YOUR WORK SOUND GO TO H1LL MAYBE 🙂,toxic
bro your idea act like2wonderful bro,positive
bro he seem annoying honest0y lol,abusive
HE ACT LIKE PEACEFUL REALLY LOL,positive
hey they act like jerk really 🙂,abusive
seriously this person seem wonderful kind of 😡,positive
BRO HE LOOK FUCK REALLY!!,toxic
HONESTLY THIS PERS5N FEEL ANNOYING SOMETIMES 😡,abusive
that guy feel die but happy honestly,toxic
man she seem slut maybe!!,toxic
honestly they feel positive maybe.,positive
YOUR BEHAVIOR FEEL MOTHERFUCKER BUT NICE!!,toxic
yo he look nice honestly 🙂,positive
hey you act like ugly honestly bro,abusive
honestly she act like ugly sometimes.,abusive
YO YOUR WORK FEEL TRASH SOMETIMES BRO,abusive
man your behavior feel nice honestly.,positive
my friend look annoying maybe 😡,abusive
yo that guy seem useless and slut maybe bro,toxic
your idea behave like bastard 🙂,toxic
man your behavior act like great honestly.,positive
honestly you seem useless maybe lol,abusive
honestly they behav7 like jerk,abusive
hey you feel whore ma7be,toxic
that guy act like nonsense honestly 😡,abusive
MAN YOUR BEHAVIOR ACT LIKE DUMB HONESTLY!!,abusive
my frien9 behave like shit but lovely bro,toxic
MAN YOUR 4EHAVIOR SOUND HAPPY HONESTLY!!,positive
HEY MY FRIEND FEEL RESPECTFUL MAYBE.,positive
yo she sound shit but lovely really 🙂,toxic
hey this person seem nonsense and shit b9o,toxic
yo your behavior feel positive sometimes!,positive
SERIOUSLY YOUR IDEA SOUND LOSER HONESTLY.,abusive
MAN MY FRIEND ACT LIKE UGLY SOMETIMES.,abusive
HONESTLY THIS PERSON FEEL WONDERFUL SOMETIMES!!,positive
MAN YOUR BEHAVIOR ARE BRILLIA8T REALLY!!,positive
yo my friend feel positive kind of bro,positive
yo he sound trash kind of.,abusive
bro my friend act like patheti5 really!,abusive
man you see0 awesome maybe lol,positive
he behave like motherfucker but wonderful really 😡,toxic
man she sound asshole but lovely kind of.,toxic
YO THIS PERSON BEHAVE LIKE CREEP LOL,abusive
man she0behave like positive honestly,positive
SERIOUSLY YOUR WORK SEEM GREAT MAYBE 😡,positive
HONES5LY MY FRIEND LOOK STUPID AND SLUT SOMETIMES 🙂,toxic
that guy act like peaceful really!!,positive
HONESTLY THEY BEHAVE LIKE FANTASTIC REALLY.,positive
HONESTLY HE LOOK ANNOYING REALLY!,abusive
yo your work behave like happy maybe!,positive
BRO HE ARE LOVELY HONESTL7 BRO,positive
honestly3he look excellent honestly 😡,positive
man your work feel annoying sometimes.,abusive
yo your idea sound shit kind of 😡,toxic
honestly she feel excellent honestly 🙂,positive
HEY YOUR BEHAVIOR ARE NICE SOMETIMES!,positive
THIS PERSON ACT LIKE NONSENSE MAYBE!!,abusive
hey you act like dumb maybe,abusive
MAN THAT GUY FEEL CREEP REALLY.,abusive
MAN YOU LOOK USELESS SOMETIMES!!,abusive
yo they are loser and whore really bro,toxic
yo your idea act like annoying bro,abusive
HEY YOUR BEHAVIOR ACT LIKE USELESS KIND OF!,abusive
seriously this person are great really bro,positive
honestly you feel wonderful really2🙂,positive
your behavior are annoying kind of!!,abusive
hey that guy sou0d peaceful kind of!!,positive
seriously your work are brilliant really bro,positive
hey they sound ugly and mo9herfucker!!,toxic
your behavior behave like useless sometimes bro,abusive
seriously this person look dumb honestly.,abusive
honestly your idea act like die but lovely 😡,toxic
bro your work seem bitch but respectful mayb9 bro,toxic
honestly your behavior act like lovely maybe!!,positive
man your work behave like kind kind of,positive
MAN THAT0GUY SEEM BASTARD BUT EXCELLENT REALLY!!,toxic
bro they feel useless kind of!!,abusive
yo your behavior are kind3really,positive
yo your work seem slut maybe lol,toxic
yo you sound positive honestly lol,positive
man that guy look fantastic honestly.,positive
seriously your work act like brilliant maybe!,positive
yo he are pathetic kind of 😡,abusive
yo your idea feel useless 😡,abusive
yo your behavior seem great honestly.,positive
yo my friend are fuck but brilliant honestly!,toxic
that guy act like idiot,abusive
hey she seem path5tic,abusive
he are shit kind of,toxic
honestly she look lovely maybe.,positive
MAN YOUR IDEA ACT LIKE PATHETIC MAYBE 😡,abusive
YO MY FRIEND FEEL PATHETIC SOMETIMES 😡,abusive
your idea are respe4tful really!,positive
man you s4em jerk honestly!!,abusive
seriously your work feel idiot really lol,abusive
seriously they sound slut but helpful honestly 😡,toxic
HEY YOUR BEHAVIOR SOUND EXCELLENT,positive
seriously this person behave like nonsense honestly.,abusive
serio9sly she are brilliant sometimes 😡,positive
bro your work sound asshole but great,toxic
that guy feel fantastic kind of!!,positive
YO SHE LO7K USELESS REALLY!!,abusive
b3o he are wonderful 😡,positive
yo she feel kind sometimes bro,positive
HONESTLY MY FRIEND SOUND GO TO HELL,toxic
hey your behavior act like amazing kind of 🙂,positive
hey your work sound nice sometimes,positive
honestly that guy behave like bit0h but respectful really lol,toxic
bro that guy are awesome honestly lol,positive
hey6your idea sound nonsense sometimes bro,abusive
hey you sound excellent sometimes bro,positive
seriously you are bastard sometimes.,toxic
bro you feel great sometimes!,positive
seriously my friend act like brilliant bro,positive
he act lik0 ugly and die really lol,toxic
yo that guy feel loser!!,abusive
man your work look bastard.,toxic
honestly your idea feel creep really lol,abusive
BRO SHE LOOK IDIOT AND WHORE HONESTLY,toxic
seriously you act like pathetic8sometimes 😡,abusive
hey my friend feel lovely really!,positive
BRO YOUR WORK BEHAVE LIKE LOSER AND DIE LOL,toxic
bro you fee5 happy really bro,positive
honestly your 0ehavior seem stupid maybe 🙂,abusive
bro my friend feel slut maybe.,toxic
man your 9ehavior behave like trash and kill really.,toxic
SERIOUSLY THIS PERSON SEEM POSITIVE 😡,positive
BRO YOUR WORK BEHAVE LIKE WONDERFUL SOMETIMES,positive
HEY THIS PERSON ACT LIKE EXCELLENT REALLY 🙂,positive
honestly he behave like helpful kind of!,positive
man your behavior seem fantastic maybe 😡,positive
bro this person sound fantastic!!,positive
bro she5look nice sometimes!!,positive
HEY THIS PERSON LOOK PATHETIC KIND OF 🙂,abusive
man your behavior are useless and slut kind of lol,toxic
hey your idea act like jerk kind of.,abusive
they are die but peaceful sometimes,toxic
BRO YOUR IDEA FEEL RESPECT4UL REALLY!!,positive
SERIOUSLY HE FEEL BITCH BUT GREAT REALLY 😡,toxic
seriously they look pathetic and whore kind of,toxic
seriously your work sound fantastic really,positive
man my friend sound pathetic and shit maybe.,toxic
bro that guy seem happy m0ybe.,positive
MAN THAT GUY BEHAVE LIKE PEACEFUL,positive
seriously that guy are happy maybe!!,positive
yo that guy seem happy hone2tly 😡,positive
HEY YOUR BEHAVIOR LOOK BRILLIANT MAYBE!!,positive
man your behavior look dumb and shit 😡,toxic
seriously you seem fuck but awesome kind of bro,toxic
man you behave like respectful really!!,positive
bro your idea1seem die kind of.,toxic
honestly your idea behave like dumb really!,abusive
this person behave like respectful!,positive
man she behave like happy real8y 😡,positive
YO MY FRIEND ARE SLUT BUT GREAT LOL,toxic
yo y5ur idea sound peaceful sometimes,positive
man your behavior behave like trash1and kill kind of,toxic
MY FRIEND ARE CREEP 7AYBE 🙂,abusive
bro your behavior feel motherfucker but excellent sometimes.,toxic
seriously he are kind kind of 😡,positive
honestly you act like slut but peaceful really!!,toxic
that guy are kill maybe!,toxic
bro they behave like trash and asshole really lol,toxic
bro your behavior are wonderful kind of!!,positive
BRO THIS PERSON BEHAVE LIKE PEACEFUL.,positive
HEY YOUR IDEA ARE STUPID KIND OF,abusive
HEY THAT GUY FEEL GREAT SOMETIMES.,positive
MAN THEY ARE AWESOME HONESTLY 😡,positive
seriously she behave like jerk and bitch sometimes 😡,toxic
bro your idea behave like idiot really 😡,abusive
hey your work behave like kind really!,positive
BRO YOU SOUND IDIOT REALLY.,abusive
yo you sound u5eless really bro,abusive
HEY THIS PERSON SEEM ANNOYING!,abusive
hey she are stupid maybe!!,abusive
M1N SHE FEEL PATHETIC HONESTLY!,abusive
honestly that guy feel ugly and bitch kind of!,toxic
hey this person behave like dumb!!,abusive
honestly your behavior sound die 3ut nice honestly 😡,toxic
man you feel dumb honestly!,abusive
seriously this person act like go to hell maybe!,toxic
man she behave like great honestly lol,positive
hey your idea act like respectful maybe.,positive
BRO YOU ACT LIKE JERK MAYBE 😡,abusive
honestly my friend behave like bitch but positive sometimes b3o,toxic
BRO HE BEHAVE LIKE DUMB MAYBE!,abusive
yo my friend feel creep bro,abusive
hey your behavior seem peaceful kind of 🙂,positive
HONESTLY THAT GUY SOUND POSITIVE KIND OF.,positive
man you seem nonsense kind of.,abusive
honestly this person look respectful honestly 😡,positive
hey your work behave like go to hell but amazing bro,toxic
she look lovely honestly 😡,positive
hey your behavior sou1d nonsense honestly bro,abusive
seriously this person seem pathetic maybe.,abusive
yo your idea look go to hell honestly 😡,toxic
man that guy sound whore but brilliant sometimes!!,toxic
seriously she behave like stupid and die maybe 😡,toxic
seriously she look excellent sometimes,positive
yo my friend feel nonsense really 🙂,abusive
hey your work are go to 2ell maybe bro,toxic
yo this person8behave like dumb,abusive
yo your idea feel helpful maybe 😡,positive
man th1y look idiot sometimes 😡,abusive
SERIOUSLY MY FRIEND BEHAVE LIKE NONSENS6 AND MOTHERFUCKER MAYBE BRO,toxic
seriously you seem bitch kind of 🙂,toxic
HEY HE SOUND STUPID HONESTLY.,abusive
yo your idea behave like useless really 🙂,abusive
MAN YOUR BEHAVIOR ARE FANTASTIC SOMETIMES!,positive
hey your work behave like slut but fantastic honestly 🙂,toxic
yo your behavior feel idiot really 😡,abusive
you seem excellent kind of.,positive
hey your behav1or are helpful lol,positive
hey that guy look loser rea2ly.,abusive
man your idea behave like jerk mayb1 😡,abusive
yo your behavior act like loser kind of!,abusive
man your 4ork sound fantastic honestly!,positive
HEY HE ACT LIKE KILL BUT HELPFUL REALLY.,toxic
your idea are dumb really bro,abusive
man you behave like nice kind of 😡,positive
hey your idea sound kind maybe b9o,positive
man your idea seem amazing!!,positive
man your idea seem brilliant really bro,positive
hey you act like loser really 🙂,abusive
MAN YOUR WORK SEEM UGLY!,abusive
bro your work behave like wonderful really bro,positive
THEY BEHAVE LIKE FUCK KIND OF.,toxic
